Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód obvodu Prahy;Název obvodu Prahy;Kód èásti obce;Název èásti obce;Kód ulice;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
22850945;540129;Dolní Hbity;;;;;29050;Dolní Hbity;;;è.p.;1;;;26262;767377.16;1087804.30;2013-12-06T00:00:00
22850953;540129;Dolní Hbity;;;;;29050;Dolní Hbity;;;è.p.;2;;;26262;767337.34;1087817.16;2013-12-06T00:00:00
22850961;540129;Dolní Hbity;;;;;29050;Dolní Hbity;;;è.p.;4;;;26262;767316.41;1087890.07;2013-12-06T00:00:00
22850970;540129;Dolní Hbity;;;;;29050;Dolní Hbity;;;è.p.;5;;;26262;767359.88;1087798.87;2013-12-06T00:00:00
22850988;540129;Dolní Hbity;;;;;29050;Dolní Hbity;;;è.p.;6;;;26262;767257.25;1088010.55;2013-12-06T00:00:00
22850996;540129;Dolní Hbity;;;;;29050;Dolní Hbity;;;è.p.;7;;;26262;767277.46;1088055.27;2013-12-06T00:00:00
22851003;540129;Dolní Hbity;;;;;29050;Dolní Hbity;;;è.p.;8;;;26262;767283.82;1088031.90;2013-12-06T00:00:00
22851011;540129;Dolní Hbity;;;;;29050;Dolní Hbity;;;è.p.;9;;;26262;767280.50;1088012.58;2013-12-06T00:00:00
22851020;540129;Dolní Hbity;;;;;29050;Dolní Hbity;;;è.p.;10;;;26262;767012.89;1088027.02;2013-12-06T00:00:00
22851038;540129;Dolní Hbity;;;;;29050;Dolní Hbity;;;è.p.;11;;;26262;767312.49;1088010.38;2013-12-06T00:00:00
22851046;540129;Dolní Hbity;;;;;29050;Dolní Hbity;;;è.p.;12;;;26262;767361.10;1087991.57;2013-12-06T00:00:00
22851054;540129;Dolní Hbity;;;;;29050;Dolní Hbity;;;è.p.;13;;;26262;767382.70;1087940.01;2013-12-06T00:00:00
22851062;540129;Dolní Hbity;;;;;29050;Dolní Hbity;;;è.p.;14;;;26262;767098.84;1088023.10;2013-12-06T00:00:00
22851071;540129;Dolní Hbity;;;;;29050;Dolní Hbity;;;è.p.;15;;;26262;767374.22;1087898.52;2013-12-06T00:00:00
22851089;540129;Dolní Hbity;;;;;29050;Dolní Hbity;;;è.p.;16;;;26262;767384.70;1087883.04;2013-12-06T00:00:00
22851097;540129;Dolní Hbity;;;;;29050;Dolní Hbity;;;è.p.;17;;;26262;767388.08;1087836.83;2013-12-06T00:00:00
