Kףd ADM;Kףd obce;Nבzev obce;Kףd MOMC;Nבzev MOMC;Kףd obvodu Prahy;Nבzev obvodu Prahy;Kףd טבsti obce;Nבzev טבsti obce;Kףd ulice;Nבzev ulice;Typ SO;ָםslo domovnם;ָםslo orientaטnם;Znak טםsla orientaטnםho;PSָ;Souרadnice Y;Souרadnice X;Platם Od
16106032;552089;Tovיר;;;;;28487;Tovיר;;;ט.p.;1;;;78316;542083.10;1116949.77;2013-12-01T00:00:00
16106041;552089;Tovיר;;;;;28487;Tovיר;;;ט.p.;2;;;78316;542067.35;1116947.12;2013-12-01T00:00:00
16106059;552089;Tovיר;;;;;28487;Tovיר;;;ט.p.;3;;;78316;542054.28;1116949.09;2013-12-01T00:00:00
16106067;552089;Tovיר;;;;;28487;Tovיר;;;ט.p.;4;;;78316;542040.60;1116938.59;2013-12-01T00:00:00
16106075;552089;Tovיר;;;;;28487;Tovיר;;;ט.p.;5;;;78316;542010.38;1116942.28;2013-12-01T00:00:00
16106083;552089;Tovיר;;;;;28487;Tovיר;;;ט.p.;6;;;78316;542006.27;1116954.45;2013-12-01T00:00:00
16106091;552089;Tovיר;;;;;28487;Tovיר;;;ט.p.;7;;;78316;542010.11;1116992.22;2013-12-01T00:00:00
16106113;552089;Tovיר;;;;;28487;Tovיר;;;ט.p.;9;;;78316;541977.01;1116958.57;2013-12-01T00:00:00
16106121;552089;Tovיר;;;;;28487;Tovיר;;;ט.p.;10;;;78316;541945.54;1116945.86;2013-12-01T00:00:00
16106130;552089;Tovיר;;;;;28487;Tovיר;;;ט.p.;11;;;78316;541905.41;1116927.96;2013-12-01T00:00:00
16106148;552089;Tovיר;;;;;28487;Tovיר;;;ט.p.;12;;;78316;541878.22;1116916.22;2013-12-01T00:00:00
16106156;552089;Tovיר;;;;;28487;Tovיר;;;ט.p.;13;;;78316;541844.61;1116904.14;2013-12-01T00:00:00
16106164;552089;Tovיר;;;;;28487;Tovיר;;;ט.p.;14;;;78316;541818.78;1116894.90;2013-12-01T00:00:00
16106172;552089;Tovיר;;;;;28487;Tovיר;;;ט.p.;15;;;78316;541962.35;1116953.02;2013-12-01T00:00:00
16106181;552089;Tovיר;;;;;28487;Tovיר;;;ט.p.;16;;;78316;541987.70;1116883.58;2013-12-01T00:00:00
16106199;552089;Tovיר;;;;;28487;Tovיר;;;ט.p.;17;;;78316;541736.98;1116848.99;2013-12-01T00:00:00
16106202;552089;Tovיר;;;;;28487;Tovיר;;;ט.p.;18;;;78316;541730.46;1116897.67;2013-12-01T00:00:00
