Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;Инslo domovnн;Инslo orientaиnн;Znak инsla orientaиnнho;PSИ;Souшadnice Y;Souшadnice X;Platн Od
16419359;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;1;;;26401;751081.75;1088580.25;2013-12-03T00:00:00
16419367;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;2;;;26401;751132.00;1088538.00;2013-12-03T00:00:00
16419375;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;3;;;26401;751147.84;1088523.54;2022-10-12T00:00:00
16419383;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;4;;;26401;751134.95;1088484.68;2022-10-12T00:00:00
16419391;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;5;;;26401;751198.64;1088490.76;2022-10-12T00:00:00
16419405;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;6;;;26401;751206.75;1088484.25;2013-12-03T00:00:00
16419413;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;7;;;26401;751231.81;1088465.88;2013-12-03T00:00:00
16419421;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;8;;;26401;751256.44;1088463.25;2013-12-03T00:00:00
16419430;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;9;;;26401;751303.18;1088395.04;2022-10-12T00:00:00
16419448;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;10;;;26401;751327.35;1088373.87;2022-10-12T00:00:00
16419456;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;11;;;26401;751443.44;1088324.50;2013-12-03T00:00:00
16419464;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;12;;;26401;751464.20;1088312.79;2022-10-12T00:00:00
16419472;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;13;;;26401;751402.31;1088363.25;2013-12-03T00:00:00
16419481;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;14;;;26401;751365.94;1088389.38;2013-12-03T00:00:00
16419499;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;15;;;26401;751373.13;1088401.74;2022-10-12T00:00:00
16419502;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;16;;;26401;751392.38;1088450.50;2013-12-03T00:00:00
16419511;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;17;;;26401;751335.69;1088497.50;2013-12-03T00:00:00
16419529;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;18;;;26401;751261.13;1088514.38;2013-12-03T00:00:00
16419537;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;19;;;26401;751246.20;1088536.89;2022-10-12T00:00:00
16419545;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;20;;;26401;751226.83;1088537.31;2022-10-12T00:00:00
16419553;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;21;;;26401;751213.75;1088564.50;2013-12-03T00:00:00
16419561;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;22;;;26401;751202.57;1088590.81;2022-10-12T00:00:00
16419570;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;23;;;26401;751207.06;1088520.60;2022-10-12T00:00:00
16419588;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;24;;;26401;751175.81;1088530.38;2013-12-03T00:00:00
16419596;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;26;;;26401;751160.69;1088548.62;2022-10-12T00:00:00
16419600;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;27;;;26401;751172.01;1088563.33;2022-10-12T00:00:00
16419618;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;28;;;26401;751092.10;1088712.69;2025-05-05T00:00:00
16419626;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;30;;;26401;751348.09;1088396.08;2022-10-12T00:00:00
16419634;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;31;;;26401;751418.33;1088407.11;2022-10-12T00:00:00
16419642;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;32;;;26401;751384.63;1088543.38;2013-12-03T00:00:00
16419651;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;33;;;26401;751223.44;1088480.50;2013-12-03T00:00:00
16419669;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;34;;;26401;751109.80;1088616.79;2022-10-12T00:00:00
16419677;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;35;;;26401;751113.13;1088602.25;2013-12-03T00:00:00
16419685;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;36;;;26401;751107.51;1088580.90;2019-05-31T00:00:00
16419693;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;37;;;26401;751356.81;1088365.46;2022-10-12T00:00:00
16419707;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;38;;;26401;751418.50;1088359.38;2013-12-03T00:00:00
16419715;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;39;;;26401;751551.70;1088231.02;2013-12-03T00:00:00
16419723;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;40;;;26401;751048.05;1088692.30;2022-03-04T00:00:00
16419731;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;41;;;26401;751071.28;1088603.81;2022-10-12T00:00:00
16419740;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;42;;;26401;751286.50;1088439.88;2013-12-03T00:00:00
16419758;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;43;;;26401;751375.85;1088360.56;2024-03-27T00:00:00
16419766;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;44;;;26401;751387.56;1088348.69;2022-10-12T00:00:00
16419774;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;45;;;26401;751414.38;1088336.75;2013-12-03T00:00:00
16419782;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;46;;;26401;751402.69;1088342.88;2013-12-03T00:00:00
16419791;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;47;;;26401;751383.98;1088313.59;2022-10-12T00:00:00
16419804;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;48;;;26401;751364.16;1088322.34;2022-10-12T00:00:00
16419812;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;49;;;26401;751320.02;1088340.60;2022-10-12T00:00:00
16419821;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;50;;;26401;751400.50;1088306.85;2022-10-12T00:00:00
16419839;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;51;;;26401;751076.07;1088627.34;2022-10-12T00:00:00
16419847;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;52;;;26401;751037.38;1088634.25;2013-12-03T00:00:00
16419855;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;53;;;26401;751069.66;1088640.50;2022-10-12T00:00:00
16419863;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;54;;;26401;751029.38;1088706.00;2013-12-03T00:00:00
16419871;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;55;;;26401;751057.10;1088654.37;2022-10-12T00:00:00
16419880;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;56;;;26401;751061.95;1088732.50;2022-10-12T00:00:00
16419898;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;57;;;26401;751456.32;1088338.69;2013-12-03T00:00:00
16419901;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;58;;;26401;751519.13;1088246.75;2013-12-03T00:00:00
16419910;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;59;;;26401;751073.97;1088681.63;2022-10-12T00:00:00
16419928;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;60;;;26401;751292.19;1088500.19;2023-04-04T00:00:00
16419936;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;61;;;26401;751295.27;1088556.15;2023-06-12T00:00:00
16419944;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;62;;;26401;751324.69;1088590.63;2013-12-03T00:00:00
16419952;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;63;;;26401;751302.69;1088597.13;2013-12-03T00:00:00
16419961;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;64;;;26401;751046.85;1088751.74;2018-04-27T00:00:00
16419979;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;65;;;26401;751040.25;1088767.97;2022-10-12T00:00:00
16419987;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;66;;;26401;751035.91;1088787.66;2013-12-03T00:00:00
16419995;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;67;;;26401;751019.69;1088838.63;2013-12-03T00:00:00
16420004;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;69;;;26401;752178.75;1087127.75;2023-04-04T00:00:00
16420012;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;70;;;26401;751273.50;1088538.38;2013-12-03T00:00:00
16420021;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;71;;;26401;751126.76;1088590.00;2022-10-12T00:00:00
16420039;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;72;;;26401;751601.56;1088236.13;2013-12-03T00:00:00
16420047;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;73;;;26401;751574.44;1088250.88;2013-12-03T00:00:00
16420055;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;74;;;26401;751595.06;1088271.88;2013-12-03T00:00:00
16420063;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;75;;;26401;750974.69;1088871.00;2013-12-03T00:00:00
16420071;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;76;;;26401;751456.75;1088414.13;2013-12-03T00:00:00
16420080;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;77;;;26401;751459.91;1088411.26;2022-10-12T00:00:00
16420098;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;78;;;26401;751466.94;1088402.63;2013-12-03T00:00:00
16420101;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;79;;;26401;751471.81;1088396.25;2013-12-03T00:00:00
16420110;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;80;;;26401;750962.00;1088887.73;2022-10-12T00:00:00
16420128;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;81;;;26401;750993.69;1088758.00;2013-12-03T00:00:00
16420136;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;82;;;26401;751317.12;1088596.06;2022-10-12T00:00:00
16420144;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;83;;;26401;751483.19;1088573.88;2013-12-03T00:00:00
16420152;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;84;;;26401;751525.31;1088281.13;2013-12-03T00:00:00
16420161;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;85;;;26401;751498.82;1088266.19;2022-10-12T00:00:00
16420179;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;86;;;26401;751387.48;1088605.35;2018-01-10T00:00:00
16420187;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;87;;;26401;751617.00;1088255.00;2013-12-03T00:00:00
16420195;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;88;;;26401;751550.50;1088268.72;2017-06-07T00:00:00
16420209;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;89;;;26401;751577.00;1088291.00;2013-12-03T00:00:00
16420217;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;90;;;26401;751346.00;1088329.25;2013-12-03T00:00:00
16420225;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;91;;;26401;751439.00;1088272.00;2013-12-03T00:00:00
16420233;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;92;;;26401;751490.00;1088379.00;2013-12-03T00:00:00
16420241;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;93;;;26401;751410.46;1088563.37;2022-10-12T00:00:00
16420250;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;94;;;26401;751431.44;1088440.44;2013-12-03T00:00:00
16420268;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;95;;;26401;751466.18;1088549.06;2022-10-12T00:00:00
16420276;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;96;;;26401;751529.00;1088336.00;2013-12-03T00:00:00
16420284;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;97;;;26401;751493.06;1088330.25;2013-12-03T00:00:00
16420292;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;98;;;26401;751552.00;1088311.00;2013-12-03T00:00:00
16420306;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;99;;;26401;751434.56;1088535.00;2013-12-03T00:00:00
16420314;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;100;;;26401;751103.00;1088734.00;2013-12-03T00:00:00
16420322;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;101;;;26401;751417.11;1088536.44;2013-12-03T00:00:00
16420331;513547;Pшниovy;;;;;135836;Pшниovy;;;и.p.;102;;;26401;751338.50;1088436.25;2023-04-04T00:00:00
