Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;Инslo domovnн;Инslo orientaиnн;Znak инsla orientaиnнho;PSИ;Souшadnice Y;Souшadnice X;Platн Od
15091074;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;1;;;51204;661540.00;995813.00;2013-12-03T00:00:00
15091082;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;2;;;51204;661611.73;995860.18;2020-11-24T00:00:00
15091091;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;3;;;51204;661593.37;995923.19;2025-09-01T00:00:00
15091104;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;4;;;51204;661521.00;996006.00;2013-12-03T00:00:00
15091112;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;5;;;51204;661551.00;996100.00;2013-12-03T00:00:00
15091121;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;6;;;51204;661498.00;996155.00;2013-12-03T00:00:00
15091139;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;7;;;51204;661393.00;996409.00;2013-12-03T00:00:00
15091147;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;8;;;51204;661342.45;996514.66;2013-12-03T00:00:00
15091155;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;9;;;51204;661394.00;996613.00;2013-12-03T00:00:00
15091163;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;10;;;51204;661386.00;996648.00;2013-12-03T00:00:00
15091180;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;12;;;51204;661299.00;996809.00;2013-12-03T00:00:00
15091198;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;13;;;51204;661206.00;996791.00;2013-12-03T00:00:00
15091201;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;14;;;51204;661173.00;996838.00;2013-12-03T00:00:00
15091210;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;15;;;51204;661197.00;996856.00;2013-12-03T00:00:00
15091228;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;16;;;51204;661254.00;996887.00;2013-12-03T00:00:00
15091236;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;17;;;51204;661141.00;996913.00;2013-12-03T00:00:00
15091244;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;18;;;51204;661154.00;996958.00;2013-12-03T00:00:00
15091252;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;19;;;51204;661199.00;996941.00;2013-12-03T00:00:00
15091261;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;20;;;51204;661124.00;996987.00;2013-12-03T00:00:00
15091279;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;21;;;51204;661481.00;995401.00;2013-12-03T00:00:00
15091287;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;22;;;51204;661105.33;997050.57;2022-11-01T00:00:00
15091295;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;23;;;51204;661119.00;997098.26;2022-11-01T00:00:00
15091309;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;24;;;51204;661089.00;997093.00;2013-12-03T00:00:00
15091317;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;25;;;51204;661095.00;997130.00;2013-12-03T00:00:00
15091325;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;26;;;51204;661166.56;997188.88;2013-12-03T00:00:00
15091333;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;27;;;51204;660920.28;997164.04;2022-11-01T00:00:00
15091341;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;28;;;51204;661055.00;997231.00;2013-12-03T00:00:00
15091350;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;29;;;51204;661583.00;995795.00;2013-12-03T00:00:00
15091368;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;30;;;51204;661064.63;997335.94;2013-12-03T00:00:00
15091376;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;31;;;51204;661061.00;997573.00;2013-12-03T00:00:00
15091384;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;32;;;51204;660972.00;997630.00;2013-12-03T00:00:00
15091392;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;33;;;51204;660811.00;997683.00;2013-12-03T00:00:00
15091406;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;34;;;51204;660967.63;997535.31;2013-12-03T00:00:00
15091414;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;35;;;51204;660947.00;997522.38;2013-12-03T00:00:00
15091422;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;36;;;51204;660886.50;997559.69;2013-12-03T00:00:00
15091431;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;37;;;51204;660507.00;997810.00;2013-12-03T00:00:00
15091449;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;38;;;51204;660474.00;997744.00;2013-12-03T00:00:00
15091457;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;39;;;51204;660540.00;997703.00;2013-12-03T00:00:00
15091465;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;40;;;51204;660589.56;997699.13;2013-12-03T00:00:00
15091473;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;41;;;51204;660631.00;997681.00;2013-12-03T00:00:00
15091481;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;42;;;51204;660600.00;997616.00;2013-12-03T00:00:00
15091490;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;43;;;51204;661573.00;996127.00;2013-12-03T00:00:00
15091503;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;44;;;51204;660717.00;997615.00;2013-12-03T00:00:00
15091511;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;45;;;51204;661267.00;996476.00;2013-12-03T00:00:00
15091520;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;46;;;51204;661393.63;996126.00;2013-12-03T00:00:00
15091538;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;47;;;51204;660831.38;997543.19;2013-12-03T00:00:00
15091546;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;48;;;51204;660874.00;997510.00;2013-12-03T00:00:00
15091554;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;49;;;51204;660953.00;997427.00;2013-12-03T00:00:00
15091562;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;50;;;51204;661012.85;997412.50;2022-11-01T00:00:00
15091571;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;51;;;51204;660903.75;997363.50;2013-12-03T00:00:00
15091589;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;52;;;51204;660970.00;997350.00;2013-12-03T00:00:00
15091597;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;53;;;51204;660641.38;997204.94;2013-12-03T00:00:00
15091601;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;54;;;51204;660986.00;997283.00;2013-12-03T00:00:00
15091619;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;55;;;51204;661407.00;995240.00;2013-12-03T00:00:00
15091627;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;56;;;51204;660968.00;997248.00;2013-12-03T00:00:00
15091635;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;57;;;51204;660944.82;997127.19;2022-04-25T00:00:00
15091643;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;58;;;51204;661000.58;997084.06;2013-12-03T00:00:00
15091651;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;59;;;51204;661084.00;996931.00;2013-12-03T00:00:00
15091660;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;60;;;51204;661374.00;996441.00;2013-12-03T00:00:00
15091678;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;61;;;51204;661115.00;996881.00;2013-12-03T00:00:00
15091686;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;62;;;51204;661091.25;996857.06;2013-12-03T00:00:00
15091694;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;63;;;51204;661128.63;996790.69;2022-11-01T00:00:00
15091708;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;64;;;51204;661183.00;996647.00;2013-12-03T00:00:00
15091716;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;65;;;51204;661257.00;996569.00;2013-12-03T00:00:00
15091724;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;66;;;51204;661281.00;996548.00;2013-12-03T00:00:00
15091732;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;67;;;51204;661329.00;996484.00;2013-12-03T00:00:00
15091741;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;68;;;51204;661308.00;996453.00;2013-12-03T00:00:00
15091759;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;69;;;51204;661372.00;996364.00;2013-12-03T00:00:00
15091767;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;70;;;51204;661413.19;996306.63;2013-12-03T00:00:00
15091775;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;71;;;51204;661382.00;996223.00;2013-12-03T00:00:00
15091783;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;72;;;51204;661424.00;996041.00;2013-12-03T00:00:00
15091791;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;73;;;51204;661407.00;995965.00;2013-12-03T00:00:00
15091805;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;74;;;51204;661480.00;995943.00;2013-12-03T00:00:00
15091813;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;75;;;51204;661496.00;995798.00;2013-12-03T00:00:00
15091821;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;76;;;51204;661555.00;995767.00;2013-12-03T00:00:00
15091830;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;77;;;51204;661417.00;995369.00;2013-12-03T00:00:00
15091848;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;78;;;51204;661375.00;995386.00;2013-12-03T00:00:00
15091856;577332;Mшниnб;;;;;100200;Mшниnб;;;и.p.;79;;;51204;661391.00;995325.00;2013-12-03T00:00:00
