Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;Инslo domovnн;Инslo orientaиnн;Znak инsla orientaиnнho;PSИ;Souшadnice Y;Souшadnice X;Platн Od
8978671;536881;Hornн Poшнин;;;;;125997;Dolnн Poшнин;;;и.p.;1;;;38601;800078.52;1125293.35;2013-12-06T00:00:00
8978689;536881;Hornн Poшнин;;;;;125997;Dolnн Poшнин;;;и.p.;2;;;38601;800107.94;1125054.12;2013-12-06T00:00:00
8978697;536881;Hornн Poшнин;;;;;125997;Dolnн Poшнин;;;и.p.;3;;;38601;800099.43;1125008.87;2013-12-06T00:00:00
8978701;536881;Hornн Poшнин;;;;;125997;Dolnн Poшнин;;;и.p.;4;;;38601;800067.82;1124986.38;2013-12-06T00:00:00
8978719;536881;Hornн Poшнин;;;;;125997;Dolnн Poшнин;;;и.p.;5;;;38601;800126.23;1124975.99;2013-12-06T00:00:00
8978727;536881;Hornн Poшнин;;;;;125997;Dolnн Poшнин;;;и.p.;6;;;38601;800138.25;1124943.20;2013-12-06T00:00:00
8978735;536881;Hornн Poшнин;;;;;125997;Dolnн Poшнин;;;и.p.;7;;;38601;800173.77;1124944.66;2013-12-06T00:00:00
8978743;536881;Hornн Poшнин;;;;;125997;Dolnн Poшнин;;;и.p.;8;;;38601;800199.23;1124988.21;2013-12-06T00:00:00
8978751;536881;Hornн Poшнин;;;;;125997;Dolnн Poшнин;;;и.p.;9;;;38601;800208.35;1124993.42;2013-12-06T00:00:00
8978760;536881;Hornн Poшнин;;;;;125997;Dolnн Poшнин;;;и.p.;10;;;38601;800255.13;1124972.71;2013-12-06T00:00:00
8978778;536881;Hornн Poшнин;;;;;125997;Dolnн Poшнин;;;и.p.;11;;;38601;800235.58;1125046.84;2013-12-06T00:00:00
8978786;536881;Hornн Poшнин;;;;;125997;Dolnн Poшнин;;;и.p.;12;;;38601;800193.85;1125013.15;2013-12-06T00:00:00
8978794;536881;Hornн Poшнин;;;;;125997;Dolnн Poшнин;;;и.p.;14;;;38601;800154.18;1125028.58;2013-12-06T00:00:00
8978808;536881;Hornн Poшнин;;;;;125997;Dolnн Poшнин;;;и.p.;15;;;38601;800176.29;1125040.26;2013-12-06T00:00:00
8978824;536881;Hornн Poшнин;;;;;125997;Dolnн Poшнин;;;и.p.;17;;;38601;800178.02;1125073.37;2013-12-06T00:00:00
8978832;536881;Hornн Poшнин;;;;;125997;Dolnн Poшнин;;;и.p.;18;;;38601;800195.92;1125085.23;2013-12-06T00:00:00
8978841;536881;Hornн Poшнин;;;;;125997;Dolnн Poшнин;;;и.p.;19;;;38601;800154.23;1125072.21;2013-12-06T00:00:00
