Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;»нslo domovnн;»нslo orientaиnн;Znak инsla orientaиnнho;PS»;Souшadnice Y;Souшadnice X;Platн Od
713902;559431;Rybnice;;;;;143898;Rybnice;;;и.p.;1;;;33151;819837.95;1051720.62;2013-12-01T00:00:00
713911;559431;Rybnice;;;;;143898;Rybnice;;;и.p.;2;;;33151;819802.33;1051791.08;2013-12-01T00:00:00
713929;559431;Rybnice;;;;;143898;Rybnice;;;и.p.;3;;;33151;819888.95;1051801.67;2013-12-01T00:00:00
713937;559431;Rybnice;;;;;143898;Rybnice;;;и.p.;4;;;33151;819938.47;1051860.20;2013-12-01T00:00:00
713945;559431;Rybnice;;;;;143898;Rybnice;;;и.p.;5;;;33151;820089.76;1052356.93;2013-12-01T00:00:00
713953;559431;Rybnice;;;;;143898;Rybnice;;;и.p.;6;;;33151;819969.63;1051931.94;2013-12-01T00:00:00
713961;559431;Rybnice;;;;;143898;Rybnice;;;и.p.;7;;;33151;819975.41;1051957.26;2013-12-01T00:00:00
713970;559431;Rybnice;;;;;143898;Rybnice;;;и.p.;8;;;33151;820006.71;1051882.28;2013-12-01T00:00:00
713988;559431;Rybnice;;;;;143898;Rybnice;;;и.p.;9;;;33151;819986.30;1051861.01;2013-12-01T00:00:00
713996;559431;Rybnice;;;;;143898;Rybnice;;;и.p.;10;;;33151;819962.75;1051825.90;2013-12-01T00:00:00
714003;559431;Rybnice;;;;;143898;Rybnice;;;и.p.;11;;;33151;819922.25;1051775.06;2013-12-01T00:00:00
714011;559431;Rybnice;;;;;143898;Rybnice;;;и.p.;12;;;33151;819943.03;1051760.17;2013-12-01T00:00:00
714020;559431;Rybnice;;;;;143898;Rybnice;;;и.p.;13;;;33151;819960.96;1051763.45;2013-12-01T00:00:00
714038;559431;Rybnice;;;;;143898;Rybnice;;;и.p.;14;;;33151;819976.97;1051741.70;2013-12-01T00:00:00
714046;559431;Rybnice;;;;;143898;Rybnice;;;и.p.;15;;;33151;820004.07;1051738.84;2013-12-01T00:00:00
714054;559431;Rybnice;;;;;143898;Rybnice;;;и.p.;16;;;33151;820030.05;1051747.71;2024-04-03T00:00:00
714062;559431;Rybnice;;;;;143898;Rybnice;;;и.p.;17;;;33151;820055.51;1051729.83;2013-12-01T00:00:00
714071;559431;Rybnice;;;;;143898;Rybnice;;;и.p.;18;;;33151;820073.94;1051710.25;2013-12-01T00:00:00
714089;559431;Rybnice;;;;;143898;Rybnice;;;и.p.;20;;;33151;820103.74;1051762.83;2013-12-01T00:00:00
714097;559431;Rybnice;;;;;143898;Rybnice;;;и.p.;21;;;33151;820107.61;1051709.88;2013-12-01T00:00:00
714101;559431;Rybnice;;;;;143898;Rybnice;;;и.p.;23;;;33151;820147.78;1051734.78;2013-12-01T00:00:00
714119;559431;Rybnice;;;;;143898;Rybnice;;;и.p.;24;;;33151;820219.25;1051679.90;2013-12-01T00:00:00
714127;559431;Rybnice;;;;;143898;Rybnice;;;и.p.;25;;;33151;820211.97;1051650.65;2013-12-01T00:00:00
714135;559431;Rybnice;;;;;143898;Rybnice;;;и.p.;27;;;33151;820105.26;1051639.20;2013-12-01T00:00:00
714143;559431;Rybnice;;;;;143898;Rybnice;;;и.p.;28;;;33151;820071.88;1051608.78;2013-12-01T00:00:00
