Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód obvodu Prahy;Název obvodu Prahy;Kód èásti obce;Název èásti obce;Kód ulice;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
15517462;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;1;;;29501;699660.00;997270.00;2013-12-05T00:00:00
15517471;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;3;;;29501;699656.25;997484.94;2013-12-05T00:00:00
15517489;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;4;;;29501;699637.38;997671.25;2013-12-05T00:00:00
15517497;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;5;;;29501;699611.38;997726.44;2013-12-05T00:00:00
15517501;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;7;;;29501;699559.87;997838.65;2013-12-05T00:00:00
15517519;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;8;;;29501;699552.96;997991.00;2013-12-05T00:00:00
15517527;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;9;;;29501;699750.69;998290.44;2013-12-05T00:00:00
15517535;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;10;;;29501;699815.00;997514.44;2013-12-05T00:00:00
15517543;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;11;;;29501;699815.69;997486.19;2013-12-05T00:00:00
15517551;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;12;;;29501;699810.00;997470.00;2013-12-05T00:00:00
15517560;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;13;;;29501;699826.69;997413.56;2013-12-05T00:00:00
15517578;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;14;;;29501;699611.38;997709.06;2013-12-05T00:00:00
15517586;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;15;;;29501;699641.75;997413.31;2013-12-05T00:00:00
15517594;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;16;;;29501;699769.25;997406.25;2013-12-05T00:00:00
15517608;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;17;;;29501;699766.75;997381.63;2013-12-05T00:00:00
15517616;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;18;;;29501;699721.69;997388.63;2013-12-05T00:00:00
15517624;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;19;;;29501;699737.63;997364.81;2013-12-05T00:00:00
15517632;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;20;;;29501;699713.25;997411.56;2013-12-05T00:00:00
15517641;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;21;;;29501;699706.81;997431.50;2013-12-05T00:00:00
15517659;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;22;;;29501;699702.44;997452.56;2013-12-05T00:00:00
15517667;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;23;;;29501;699712.31;997491.00;2013-12-05T00:00:00
15517675;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;24;;;29501;699705.75;997470.31;2013-12-05T00:00:00
15517683;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;25;;;29501;699706.81;997511.38;2013-12-05T00:00:00
15517691;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;26;;;29501;699818.75;997565.63;2013-12-05T00:00:00
15517705;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;27;;;29501;699581.75;997806.38;2013-12-05T00:00:00
15517721;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;29;;;29501;699710.00;997535.00;2013-12-05T00:00:00
15517730;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;30;;;29501;699709.99;997551.28;2013-12-05T00:00:00
15517748;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;31;;;29501;699718.50;997571.31;2013-12-05T00:00:00
15517756;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;32;;;29501;699712.63;997585.88;2013-12-05T00:00:00
15517764;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;33;;;29501;699705.00;997605.00;2013-12-05T00:00:00
15517772;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;34;;;29501;699738.56;998302.94;2013-12-05T00:00:00
15517781;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;35;;;29501;699708.94;997120.44;2013-12-05T00:00:00
15517799;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;37;;;29501;699694.63;997080.94;2013-12-05T00:00:00
15517802;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;39;;;29501;699615.00;997210.00;2013-12-05T00:00:00
15517811;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;41;;;29501;699660.75;997582.69;2013-12-05T00:00:00
15517829;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;42;;;29501;699738.50;997719.19;2013-12-05T00:00:00
15517837;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;43;;;29501;699555.00;997873.97;2013-12-05T00:00:00
15517853;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.p.;51;;;29501;699805.75;997381.44;2013-12-05T00:00:00
15517900;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.ev.;5;;;29501;699930.00;997365.00;2013-12-05T00:00:00
15517926;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.ev.;7;;;29501;699886.81;997421.55;2015-07-21T00:00:00
15517934;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.ev.;8;;;29501;699895.31;997394.14;2015-07-21T00:00:00
15517942;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.ev.;9;;;29501;699897.19;997378.06;2013-12-05T00:00:00
15517951;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.ev.;10;;;29501;699885.25;997361.63;2013-12-05T00:00:00
15517969;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.ev.;11;;;29501;699909.99;997340.97;2013-12-05T00:00:00
15517977;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.ev.;12;;;29501;699940.64;997286.99;2015-07-21T00:00:00
15517985;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.ev.;13;;;29501;699922.24;997302.63;2015-07-21T00:00:00
15517993;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.ev.;14;;;29501;699904.71;997319.58;2015-07-21T00:00:00
15518001;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.ev.;15;;;29501;699916.88;997263.06;2013-12-05T00:00:00
15518019;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.ev.;16;;;29501;699870.98;997334.26;2013-12-05T00:00:00
15518027;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.ev.;17;;;29501;699926.82;997259.72;2015-07-21T00:00:00
15518035;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.ev.;18;;;29501;699892.43;997309.06;2015-07-21T00:00:00
15518043;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.ev.;19;;;29501;699874.15;997311.90;2015-07-21T00:00:00
15518051;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.ev.;20;;;29501;699878.04;997280.85;2015-07-21T00:00:00
15518060;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.ev.;21;;;29501;699909.25;997274.31;2013-12-05T00:00:00
15518078;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.ev.;22;;;29501;699579.25;997753.69;2013-12-05T00:00:00
15518086;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.ev.;23;;;29501;699634.06;997362.56;2013-12-05T00:00:00
15518094;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.ev.;24;;;29501;699709.08;997177.09;2013-12-05T00:00:00
15518108;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.ev.;25;;;29501;699722.56;997035.44;2013-12-05T00:00:00
15518116;535834;Horní Bukovina;;;;;42650;Dolní Bukovina;;;è.ev.;26;;;29501;699650.01;997135.80;2015-07-21T00:00:00
