Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;Инslo domovnн;Инslo orientaиnн;Znak инsla orientaиnнho;PSИ;Souшadnice Y;Souшadnice X;Platн Od
3732461;596931;Unинn;;;;;174319;Unинn;;;и.p.;1;;;59242;619357.25;1111846.17;2013-12-07T00:00:00
3732479;596931;Unинn;;;;;174319;Unинn;;;и.p.;2;;;59242;619078.22;1112178.13;2013-12-07T00:00:00
3732487;596931;Unинn;;;;;174319;Unинn;;;и.p.;3;;;59242;619533.78;1111855.02;2013-12-07T00:00:00
3732495;596931;Unинn;;;;;174319;Unинn;;;и.p.;4;;;59242;619134.32;1112196.18;2013-12-07T00:00:00
3732509;596931;Unинn;;;;;174319;Unинn;;;и.p.;5;;;59242;619294.68;1112359.24;2013-12-07T00:00:00
3732517;596931;Unинn;;;;;174319;Unинn;;;и.p.;6;;;59242;619333.80;1112272.45;2013-12-07T00:00:00
3732525;596931;Unинn;;;;;174319;Unинn;;;и.p.;7;;;59242;619318.71;1112226.11;2013-12-07T00:00:00
3732533;596931;Unинn;;;;;174319;Unинn;;;и.p.;8;;;59242;619288.74;1112236.25;2013-12-07T00:00:00
3732541;596931;Unинn;;;;;174319;Unинn;;;и.p.;9;;;59242;619251.94;1112259.40;2013-12-07T00:00:00
3732550;596931;Unинn;;;;;174319;Unинn;;;и.p.;11;;;59242;619344.88;1112213.26;2013-12-07T00:00:00
3732568;596931;Unинn;;;;;174319;Unинn;;;и.p.;12;;;59242;619382.23;1112012.91;2013-12-07T00:00:00
3732576;596931;Unинn;;;;;174319;Unинn;;;и.p.;13;;;59242;619342.68;1112024.57;2013-12-07T00:00:00
3732584;596931;Unинn;;;;;174319;Unинn;;;и.p.;15;;;59242;619333.73;1111992.06;2013-12-07T00:00:00
3732592;596931;Unинn;;;;;174319;Unинn;;;и.p.;16;;;59242;619296.01;1111968.97;2013-12-07T00:00:00
3732606;596931;Unинn;;;;;174319;Unинn;;;и.p.;17;;;59242;619338.00;1111939.43;2013-12-07T00:00:00
3732614;596931;Unинn;;;;;174319;Unинn;;;и.p.;18;;;59242;619309.92;1111900.37;2013-12-07T00:00:00
3732622;596931;Unинn;;;;;174319;Unинn;;;и.p.;20;;;59242;619043.98;1112122.82;2025-11-25T00:00:00
3732631;596931;Unинn;;;;;174319;Unинn;;;и.p.;21;;;59242;619236.69;1112274.52;2013-12-07T00:00:00
3732649;596931;Unинn;;;;;174319;Unинn;;;и.p.;22;;;59242;619272.42;1112284.80;2013-12-07T00:00:00
3732657;596931;Unинn;;;;;174319;Unинn;;;и.p.;24;;;59242;619226.39;1112102.41;2013-12-07T00:00:00
3732665;596931;Unинn;;;;;174319;Unинn;;;и.p.;25;;;59242;619246.69;1112089.67;2013-12-07T00:00:00
3732673;596931;Unинn;;;;;174319;Unинn;;;и.p.;26;;;59242;619322.05;1112050.90;2013-12-07T00:00:00
3732681;596931;Unинn;;;;;174319;Unинn;;;и.p.;28;;;59242;619302.20;1112034.66;2013-12-07T00:00:00
3732690;596931;Unинn;;;;;174319;Unинn;;;и.p.;29;;;59242;618996.80;1112073.10;2013-12-07T00:00:00
3732703;596931;Unинn;;;;;174319;Unинn;;;и.p.;30;;;59242;619328.84;1111898.45;2013-12-07T00:00:00
